"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"
"4572"	"ENSG00000234524"	"chrX"	117280026	117280524	"+"	499
"4573"	"ENSG00000270619"	"chrX"	117412122	117412215	"+"	190
"4574"	"ENSG00000131725"	"chrX"	117480036	117480543	"+"	4202
"4575"	"ENSG00000264567"	"chrX"	117512907	117513007	"+"	101
"4576"	"ENSG00000221463"	"chrX"	117520357	117520434	"+"	78
"4577"	"ENSG00000147251"	"chrX"	117629861	117630036	"+"	6664
"4578"	"ENSG00000206862"	"chrX"	117703368	117703478	"-"	111
"4579"	"ENSG00000230399"	"chrX"	117766338	117768181	"-"	1844
"4580"	"ENSG00000131724"	"chrX"	117861535	117861689	"+"	5387
"4581"	"ENSG00000239182"	"chrX"	117872018	117872145	"+"	128
"4582"	"ENSG00000250995"	"chrX"	117903759	117904820	"+"	1062
"4583"	"ENSG00000174460"	"chrX"	117957753	117957968	"+"	2231
"4584"	"ENSG00000203650"	"chrX"	117973519	117973738	"+"	2527
"4585"	"ENSG00000224341"	"chrX"	118011849	118012356	"-"	959
"4586"	"ENSG00000231270"	"chrX"	118072116	118072857	"+"	905
"4587"	"ENSG00000175556"	"chrX"	118108581	118109560	"+"	4037
"4588"	"ENSG00000250423"	"chrX"	118212598	118215467	"-"	7824
"4589"	"ENSG00000227864"	"chrX"	118320405	118320792	"-"	388
"4590"	"ENSG00000230170"	"chrX"	118354745	118355705	"+"	961
"4591"	"ENSG00000270625"	"chrX"	118356527	118357208	"-"	682
"4592"	"ENSG00000101856"	"chrX"	118370216	118370654	"+"	1911
"4593"	"ENSG00000214992"	"chrX"	118383309	118384913	"-"	2722
"4594"	"ENSG00000230392"	"chrX"	118425492	118425584	"+"	2907
"4595"	"ENSG00000226661"	"chrX"	118490264	118490407	"-"	635
"4596"	"ENSG00000227814"	"chrX"	118513675	118514067	"+"	393
"4597"	"ENSG00000077713"	"chrX"	118533023	118533641	"+"	3115
"4598"	"ENSG00000237903"	"chrX"	118556880	118557279	"+"	433
"4599"	"ENSG00000207175"	"chrX"	118557705	118557868	"+"	164
"4600"	"ENSG00000264952"	"chrX"	118558028	118558079	"+"	52
"4601"	"ENSG00000266420"	"chrX"	118568482	118568781	"+"	300
"4602"	"ENSG00000252147"	"chrX"	118590521	118590621	"+"	101
"4603"	"ENSG00000224281"	"chrX"	118599997	118603061	"-"	3065
"4604"	"ENSG00000005022"	"chrX"	118602363	118602589	"+"	1500
"4605"	"ENSG00000018610"	"chrX"	118672112	118673752	"-"	2606
"4606"	"ENSG00000077721"	"chrX"	118708501	118708718	"+"	3251
"4607"	"ENSG00000186416"	"chrX"	118722300	118725272	"-"	4004
"4608"	"ENSG00000125354"	"chrX"	118749687	118750705	"-"	6553
"4609"	"ENSG00000211578"	"chrX"	118780701	118780811	"-"	111
"4610"	"ENSG00000187808"	"chrX"	118892576	118894164	"+"	1589
"4611"	"ENSG00000198918"	"chrX"	118920467	118920695	"-"	2141
"4612"	"ENSG00000206622"	"chrX"	118921316	118921447	"-"	132
"4613"	"ENSG00000125351"	"chrX"	118967985	118968990	"-"	2531
"4614"	"ENSG00000125352"	"chrX"	119004497	119005791	"-"	1295
"4615"	"ENSG00000125356"	"chrX"	119005450	119005976	"+"	766
"4616"	"ENSG00000186471"	"chrX"	119029800	119029950	"+"	1173
"4617"	"ENSG00000227285"	"chrX"	119055224	119055886	"-"	810
"4618"	"ENSG00000264392"	"chrX"	119058424	119058513	"-"	90
"4619"	"ENSG00000101882"	"chrX"	119059014	119059357	"-"	3515
"4620"	"ENSG00000234493"	"chrX"	119144675	119144748	"-"	772
"4621"	"ENSG00000258545"	"chrX"	119170201	119170497	"+"	2495
"4622"	"ENSG00000203989"	"chrX"	119205848	119206810	"-"	1690
"4623"	"ENSG00000101883"	"chrX"	119243011	119243260	"-"	769
"4624"	"ENSG00000228139"	"chrX"	119251552	119251619	"-"	279
"4625"	"ENSG00000233382"	"chrX"	119254863	119254890	"-"	7631
"4626"	"ENSG00000131721"	"chrX"	119292467	119292735	"+"	1309
"4627"	"ENSG00000227541"	"chrX"	119335910	119336597	"-"	688
"4628"	"ENSG00000237757"	"chrX"	119344309	119344402	"-"	1335
"4629"	"ENSG00000177485"	"chrX"	119384607	119384832	"+"	5313
"4630"	"ENSG00000125355"	"chrX"	119392505	119394883	"-"	3858
"4631"	"ENSG00000232042"	"chrX"	119406982	119407381	"+"	400
"4632"	"ENSG00000101892"	"chrX"	119495967	119496086	"+"	3868
"4633"	"ENSG00000005893"	"chrX"	119561682	119562481	"-"	5617
"4634"	"ENSG00000158290"	"chrX"	119658464	119660711	"-"	7031
"4635"	"ENSG00000272179"	"chrX"	119678170	119678273	"+"	104
"4636"	"ENSG00000232119"	"chrX"	119727865	119728127	"+"	2837
"4637"	"ENSG00000171155"	"chrX"	119759648	119761026	"-"	1785
"4638"	"ENSG00000181511"	"chrX"	119866948	119867250	"+"	303
"4639"	"ENSG00000237828"	"chrX"	120002465	120003661	"-"	1197
"4640"	"ENSG00000236446"	"chrX"	120006457	120006594	"-"	1324
"4641"	"ENSG00000271346"	"chrX"	120010406	120010659	"+"	254
"4642"	"ENSG00000226685"	"chrX"	120011344	120011484	"-"	1450
"4643"	"ENSG00000270678"	"chrX"	120066755	120067006	"+"	252
"4644"	"ENSG00000226929"	"chrX"	120067700	120067834	"-"	1288
"4645"	"ENSG00000270493"	"chrX"	120071616	120071869	"+"	254
"4646"	"ENSG00000224089"	"chrX"	120072561	120072695	"-"	1288
"4647"	"ENSG00000271154"	"chrX"	120076477	120076729	"+"	253
"4648"	"ENSG00000226600"	"chrX"	120077421	120077555	"-"	1288
"4649"	"ENSG00000271041"	"chrX"	120081337	120081589	"+"	253
"4650"	"ENSG00000230347"	"chrX"	120082282	120082416	"-"	1288
"4651"	"ENSG00000270397"	"chrX"	120086198	120086449	"+"	252
"4652"	"ENSG00000228517"	"chrX"	120087142	120087276	"-"	1288
"4653"	"ENSG00000271502"	"chrX"	120091081	120091333	"+"	253
"4654"	"ENSG00000237957"	"chrX"	120092019	120092159	"-"	1585
"4655"	"ENSG00000226023"	"chrX"	120092025	120092159	"-"	1288
"4656"	"ENSG00000271211"	"chrX"	120095941	120096193	"+"	253
"4657"	"ENSG00000270736"	"chrX"	120100802	120101053	"+"	252
"4658"	"ENSG00000230594"	"chrX"	120101746	120101880	"-"	1288
"4659"	"ENSG00000270771"	"chrX"	120105662	120105913	"+"	252
"4660"	"ENSG00000236126"	"chrX"	120106606	120106740	"-"	1288
"4661"	"ENSG00000270646"	"chrX"	120110522	120110773	"+"	252
"4662"	"ENSG00000236371"	"chrX"	120111460	120111600	"-"	1589
"4663"	"ENSG00000242362"	"chrX"	120111466	120111600	"-"	1288
"4664"	"ENSG00000270456"	"chrX"	120115383	120115633	"+"	251
"4665"	"ENSG00000270251"	"chrX"	120120242	120120493	"+"	252
"4666"	"ENSG00000233433"	"chrX"	120158818	120160417	"-"	1600
"4667"	"ENSG00000182890"	"chrX"	120181462	120183794	"+"	2333
"4668"	"ENSG00000234176"	"chrX"	120337036	120338868	"-"	1833
"4669"	"ENSG00000212032"	"chrX"	120466408	120466492	"-"	85
"4670"	"ENSG00000265456"	"chrX"	120504826	120504907	"+"	82
"4671"	"ENSG00000213498"	"chrX"	120997551	120998049	"-"	499
"4672"	"ENSG00000221217"	"chrX"	121002720	121002809	"+"	90
"4673"	"ENSG00000260585"	"chrX"	121005722	121010718	"+"	4997
"4674"	"ENSG00000237891"	"chrX"	121144829	121144979	"-"	251
"4675"	"ENSG00000221317"	"chrX"	121605578	121605671	"-"	94
"4676"	"ENSG00000232496"	"chrX"	121672106	121673313	"+"	1208
"4677"	"ENSG00000212321"	"chrX"	121974279	121974497	"+"	219
"4678"	"ENSG00000224236"	"chrX"	122249960	122251634	"-"	1675
"4679"	"ENSG00000125675"	"chrX"	122318006	122318072	"+"	6883
"4680"	"ENSG00000265082"	"chrX"	122598936	122599026	"+"	91
"4681"	"ENSG00000179101"	"chrX"	122648324	122648723	"+"	400
"4682"	"ENSG00000229733"	"chrX"	122692201	122692435	"+"	235
"4683"	"ENSG00000228466"	"chrX"	122695493	122696817	"+"	1325
"4684"	"ENSG00000125676"	"chrX"	122734412	122737599	"-"	10277
"4685"	"ENSG00000232149"	"chrX"	122736990	122737782	"+"	793
"4686"	"ENSG00000264467"	"chrX"	122844694	122844982	"+"	289
"4687"	"ENSG00000230376"	"chrX"	122899151	122899536	"+"	386
"4688"	"ENSG00000252178"	"chrX"	122905928	122905989	"-"	62
"4689"	"ENSG00000226902"	"chrX"	122918859	122919301	"+"	443
"4690"	"ENSG00000199705"	"chrX"	122990912	122991013	"-"	102
"4691"	"ENSG00000101966"	"chrX"	122993574	122993755	"+"	9025
"4692"	"ENSG00000237331"	"chrX"	123006476	123006833	"-"	482
"4693"	"ENSG00000252627"	"chrX"	123008309	123008415	"+"	107
"4694"	"ENSG00000237025"	"chrX"	123012440	123013146	"-"	707
"4695"	"ENSG00000232412"	"chrX"	123093083	123093255	"-"	326
"4696"	"ENSG00000101972"	"chrX"	123094062	123094138	"+"	8187
"4697"	"ENSG00000239058"	"chrX"	123267134	123267227	"+"	94
"4698"	"ENSG00000237426"	"chrX"	123306851	123308309	"-"	1459
"4699"	"ENSG00000252693"	"chrX"	123331593	123331699	"+"	107
"4700"	"ENSG00000234564"	"chrX"	123338349	123338855	"-"	1007
"4701"	"ENSG00000232054"	"chrX"	123414380	123415272	"+"	893
"4702"	"ENSG00000226532"	"chrX"	123460025	123460108	"-"	84
"4703"	"ENSG00000229825"	"chrX"	123466768	123467226	"+"	459
"4704"	"ENSG00000183918"	"chrX"	123480194	123480629	"+"	2450
"4705"	"ENSG00000009694"	"chrX"	123509753	123515144	"-"	12896
"4706"	"ENSG00000236880"	"chrX"	123822354	123822688	"-"	335
"4707"	"ENSG00000238626"	"chrX"	124062368	124062466	"+"	99
"4708"	"ENSG00000232599"	"chrX"	124337654	124338187	"-"	534
"4709"	"ENSG00000263886"	"chrX"	124421625	124421692	"+"	68
"4710"	"ENSG00000213489"	"chrX"	124460746	124461870	"-"	1125
"4711"	"ENSG00000222518"	"chrX"	124796899	124796989	"+"	91
"4712"	"ENSG00000237208"	"chrX"	125243745	125243787	"+"	639
"4713"	"ENSG00000198354"	"chrX"	125298337	125299934	"-"	1673
"4714"	"ENSG00000230916"	"chrX"	125605688	125606386	"+"	699
"4715"	"ENSG00000231501"	"chrX"	125606711	125606867	"+"	157
"4716"	"ENSG00000264338"	"chrX"	125606792	125606865	"-"	74
"4717"	"ENSG00000232177"	"chrX"	125606868	125607264	"+"	397
"4718"	"ENSG00000198889"	"chrX"	125683369	125685090	"-"	3379
"4719"	"ENSG00000226414"	"chrX"	125863087	125864209	"+"	1123
"4720"	"ENSG00000263686"	"chrX"	125866419	125866503	"-"	85
"4721"	"ENSG00000183631"	"chrX"	125953747	125953846	"+"	1228
"4722"	"ENSG00000230538"	"chrX"	126524324	126525986	"+"	2135
"4723"	"ENSG00000260683"	"chrX"	126794612	126796511	"-"	1900
"4724"	"ENSG00000235274"	"chrX"	126862715	126863327	"-"	1167
"4725"	"ENSG00000224548"	"chrX"	126930105	126930303	"+"	314
"4726"	"ENSG00000123165"	"chrX"	127184943	127186382	"-"	1440
"4727"	"ENSG00000236042"	"chrX"	127232011	127232508	"-"	498
"4728"	"ENSG00000235334"	"chrX"	127256712	127256748	"+"	716
"4729"	"ENSG00000235239"	"chrX"	127261068	127262190	"-"	1123
"4730"	"ENSG00000235735"	"chrX"	127447259	127448026	"+"	768
"4731"	"ENSG00000225689"	"chrX"	127457598	127457652	"-"	481
"4732"	"ENSG00000226802"	"chrX"	127574907	127575763	"+"	857
"4733"	"ENSG00000218728"	"chrX"	127848484	127849768	"+"	1285
"4734"	"ENSG00000223995"	"chrX"	127972419	127972812	"-"	394
"4735"	"ENSG00000234592"	"chrX"	128175513	128177160	"-"	1648
"4736"	"ENSG00000226339"	"chrX"	128542359	128542598	"+"	240
"4737"	"ENSG00000201518"	"chrX"	128570507	128570624	"-"	118
"4738"	"ENSG00000102038"	"chrX"	128580480	128581278	"-"	4101
"4739"	"ENSG00000122126"	"chrX"	128673826	128673916	"+"	5779
"4740"	"ENSG00000171388"	"chrX"	128779240	128781894	"-"	3220
"4741"	"ENSG00000122121"	"chrX"	128872950	128873238	"+"	3500
"4742"	"ENSG00000122122"	"chrX"	128913955	128914130	"+"	2711
"4743"	"ENSG00000240143"	"chrX"	128928970	128929087	"+"	326
"4744"	"ENSG00000188706"	"chrX"	128937264	128940462	"-"	5243
"4745"	"ENSG00000266440"	"chrX"	128955798	128955898	"+"	101
"4746"	"ENSG00000235189"	"chrX"	129003040	129003272	"-"	526
"4747"	"ENSG00000238040"	"chrX"	129005285	129006842	"+"	2910
"4748"	"ENSG00000156697"	"chrX"	129040097	129040212	"+"	4087
"4749"	"ENSG00000085185"	"chrX"	129115083	129115309	"+"	7996
"4750"	"ENSG00000102034"	"chrX"	129198849	129201500	"-"	4316
"4751"	"ENSG00000156709"	"chrX"	129263337	129263603	"-"	3306
"4752"	"ENSG00000134594"	"chrX"	129305623	129306294	"+"	1258
"4753"	"ENSG00000056277"	"chrX"	129336685	129338966	"-"	4634
"4754"	"ENSG00000202304"	"chrX"	129444046	129444152	"-"	107
"4755"	"ENSG00000225046"	"chrX"	129464831	129465043	"+"	213
"4756"	"ENSG00000102078"	"chrX"	129473874	129473950	"+"	3202
"4757"	"ENSG00000147262"	"chrX"	129518319	129519511	"-"	1193
"4758"	"ENSG00000134597"	"chrX"	129535943	129536344	"+"	2487
"4759"	"ENSG00000229702"	"chrX"	129611043	129611223	"-"	1646
"4760"	"ENSG00000221930"	"chrX"	129628939	129630562	"+"	1624
"4761"	"ENSG00000271677"	"chrX"	129679560	129679718	"+"	398
"4762"	"ENSG00000165675"	"chrX"	129757350	129759419	"-"	4189
"4763"	"ENSG00000238188"	"chrX"	129779697	129780299	"+"	603
"4764"	"ENSG00000228659"	"chrX"	130115564	130115830	"-"	561
"4765"	"ENSG00000147256"	"chrX"	130192216	130192418	"+"	3173
"4766"	"ENSG00000241198"	"chrX"	130268062	130268364	"-"	303
"4767"	"ENSG00000237650"	"chrX"	130338102	130338978	"+"	877
"4768"	"ENSG00000147255"	"chrX"	130407480	130407905	"-"	6818
"4769"	"ENSG00000185903"	"chrX"	130458372	130459224	"-"	853
"4770"	"ENSG00000229082"	"chrX"	130475421	130476426	"-"	1006
"4771"	"ENSG00000242610"	"chrX"	130532028	130532946	"-"	919
"4772"	"ENSG00000216047"	"chrX"	130538484	130538576	"-"	93
"4773"	"ENSG00000234288"	"chrX"	130558273	130559188	"+"	916
"4774"	"ENSG00000230973"	"chrX"	130571029	130571644	"-"	616
"4775"	"ENSG00000228450"	"chrX"	130626253	130626860	"-"	608
"4776"	"ENSG00000171054"	"chrX"	130677950	130679030	"+"	1081
"4777"	"ENSG00000237225"	"chrX"	130696712	130697583	"+"	975
"4778"	"ENSG00000232787"	"chrX"	130730113	130730419	"+"	380
"4779"	"ENSG00000235730"	"chrX"	130753023	130753911	"+"	889
"4780"	"ENSG00000227183"	"chrX"	130780648	130780899	"+"	252
"4781"	"ENSG00000213468"	"chrX"	130836678	130837546	"-"	2928
"4782"	"ENSG00000241418"	"chrX"	130929685	130930195	"-"	511
"4783"	"ENSG00000228089"	"chrX"	130937340	130937769	"-"	430
"4784"	"ENSG00000235190"	"chrX"	131071698	131071881	"+"	184
"4785"	"ENSG00000200587"	"chrX"	131072874	131072984	"-"	111
"4786"	"ENSG00000265686"	"chrX"	131130873	131130961	"+"	89
"4787"	"ENSG00000134602"	"chrX"	131157293	131157435	"+"	3354
"4788"	"ENSG00000165694"	"chrX"	131211021	131212994	"-"	3324
"4789"	"ENSG00000228819"	"chrX"	131264119	131265380	"-"	1262
"4790"	"ENSG00000123728"	"chrX"	131337053	131339615	"-"	4080
"4791"	"ENSG00000232160"	"chrX"	131351175	131351237	"+"	3536
"4792"	"ENSG00000076770"	"chrX"	131503345	131513705	"-"	12199
"4793"	"ENSG00000206900"	"chrX"	131714145	131714251	"-"	107
"4794"	"ENSG00000171004"	"chrX"	131760044	131763121	"-"	5082
"4795"	"ENSG00000235849"	"chrX"	131801670	131801756	"+"	550
"4796"	"ENSG00000227064"	"chrX"	132041307	132041603	"-"	297
"4797"	"ENSG00000134588"	"chrX"	132158659	132162324	"-"	4151
"4798"	"ENSG00000225949"	"chrX"	132275328	132275842	"-"	1175
"4799"	"ENSG00000207100"	"chrX"	132286782	132286920	"+"	139
"4800"	"ENSG00000183434"	"chrX"	132350697	132352376	"-"	1680
"4801"	"ENSG00000202199"	"chrX"	132372685	132372844	"-"	160
"4802"	"ENSG00000265471"	"chrX"	132425321	132425399	"+"	79
"4803"	"ENSG00000076716"	"chrX"	132434131	132437097	"-"	5057
"4804"	"ENSG00000206765"	"chrX"	132665751	132665854	"-"	104
"4805"	"ENSG00000147257"	"chrX"	132669773	132670321	"-"	2711
"4806"	"ENSG00000227008"	"chrX"	132804999	132805414	"+"	416
"4807"	"ENSG00000211495"	"chrX"	132880775	132880873	"-"	99
"4808"	"ENSG00000233260"	"chrX"	132896823	132897710	"+"	888
"4809"	"ENSG00000232068"	"chrX"	133123470	133124113	"+"	644
"4810"	"ENSG00000200572"	"chrX"	133276258	133276370	"-"	113
"4811"	"ENSG00000224908"	"chrX"	133300712	133300962	"+"	251
"4812"	"ENSG00000207572"	"chrX"	133303408	133303482	"-"	75
"4813"	"ENSG00000208034"	"chrX"	133303568	133303642	"-"	75
"4814"	"ENSG00000207812"	"chrX"	133303701	133303797	"-"	97
"4815"	"ENSG00000207710"	"chrX"	133303839	133303907	"-"	69
"4816"	"ENSG00000239594"	"chrX"	133304064	133304146	"-"	83
"4817"	"ENSG00000207602"	"chrX"	133304228	133304308	"-"	81
"4818"	"ENSG00000232664"	"chrX"	133338383	133338900	"+"	869
"4819"	"ENSG00000272244"	"chrX"	133348416	133348694	"-"	279
"4820"	"ENSG00000203952"	"chrX"	133371077	133371373	"+"	1790
"4821"	"ENSG00000214961"	"chrX"	133406317	133407688	"+"	1372
"4822"	"ENSG00000156531"	"chrX"	133507283	133507497	"+"	8015
"4823"	"ENSG00000251962"	"chrX"	133537328	133537412	"-"	85
"4824"	"ENSG00000165704"	"chrX"	133594183	133594368	"+"	1624
"4825"	"ENSG00000226107"	"chrX"	133656732	133657020	"+"	289
"4826"	"ENSG00000216001"	"chrX"	133674215	133674292	"-"	78
"4827"	"ENSG00000199132"	"chrX"	133674371	133674461	"-"	91
"4828"	"ENSG00000207755"	"chrX"	133674538	133674637	"-"	100
"4829"	"ENSG00000207784"	"chrX"	133675371	133675467	"-"	97
"4830"	"ENSG00000223749"	"chrX"	133677367	133678029	"-"	1757
"4831"	"ENSG00000208005"	"chrX"	133680358	133680428	"-"	71
"4832"	"ENSG00000227060"	"chrX"	133684003	133684255	"+"	909
"4833"	"ENSG00000170965"	"chrX"	133699868	133700770	"-"	1916
"4834"	"ENSG00000235813"	"chrX"	133733487	133733557	"+"	938
"4835"	"ENSG00000236509"	"chrX"	133741187	133741662	"+"	476
"4836"	"ENSG00000237432"	"chrX"	133784860	133785441	"+"	582
"4837"	"ENSG00000199920"	"chrX"	133894238	133894378	"-"	141
"4838"	"ENSG00000156504"	"chrX"	133903596	133906313	"-"	4404
"4839"	"ENSG00000156500"	"chrX"	133930819	133930894	"+"	6450
"4840"	"ENSG00000101928"	"chrX"	134021656	134023222	"-"	2675
"4841"	"ENSG00000221299"	"chrX"	134029784	134029872	"+"	89
"4842"	"ENSG00000207081"	"chrX"	134052340	134052446	"-"	107
"4843"	"ENSG00000236091"	"chrX"	134083579	134083685	"+"	961
"4844"	"ENSG00000231929"	"chrX"	134095741	134096335	"-"	595
"4845"	"ENSG00000184785"	"chrX"	134124968	134126501	"+"	1534
"4846"	"ENSG00000212747"	"chrX"	134154543	134156559	"-"	2017
"4847"	"ENSG00000134590"	"chrX"	134166333	134167576	"+"	1244
"4848"	"ENSG00000203950"	"chrX"	134184962	134186226	"-"	1265
"4849"	"ENSG00000228372"	"chrX"	134193715	134193764	"+"	1077
"4850"	"ENSG00000234228"	"chrX"	134209166	134210627	"-"	1462
"4851"	"ENSG00000196972"	"chrX"	134229058	134231151	"-"	2696
"4852"	"ENSG00000224107"	"chrX"	134252881	134253236	"-"	700
"4853"	"ENSG00000256815"	"chrX"	134252983	134253009	"-"	105
"4854"	"ENSG00000223809"	"chrX"	134257167	134257302	"-"	250
"4855"	"ENSG00000256182"	"chrX"	134257168	134257461	"+"	357
"4856"	"ENSG00000232582"	"chrX"	134269077	134269698	"-"	622
"4857"	"ENSG00000169551"	"chrX"	134290461	134291428	"-"	1732
"4858"	"ENSG00000236491"	"chrX"	134314179	134314370	"-"	730
"4859"	"ENSG00000228922"	"chrX"	134335662	134335806	"+"	597
"4860"	"ENSG00000264894"	"chrX"	134340492	134340577	"+"	86
"4861"	"ENSG00000227792"	"chrX"	134370740	134371295	"+"	556
"4862"	"ENSG00000186376"	"chrX"	134382867	134383248	"-"	6819
"4863"	"ENSG00000238210"	"chrX"	134386524	134386771	"+"	604
"4864"	"ENSG00000173275"	"chrX"	134478721	134478760	"+"	5330
"4865"	"ENSG00000229015"	"chrX"	134530354	134530386	"+"	405
"4866"	"ENSG00000178947"	"chrX"	134555868	134556655	"+"	5230
"4867"	"ENSG00000201440"	"chrX"	134562093	134562210	"-"	118
"4868"	"ENSG00000225769"	"chrX"	134566885	134572559	"+"	5675
"4869"	"ENSG00000271158"	"chrX"	134598254	134599409	"-"	1156
"4870"	"ENSG00000225235"	"chrX"	134654008	134654297	"-"	398
"4871"	"ENSG00000165359"	"chrX"	134654584	134655028	"+"	7177
"4872"	"ENSG00000264284"	"chrX"	134702492	134702591	"-"	100
"4873"	"ENSG00000237833"	"chrX"	134717576	134718882	"-"	1432
"4874"	"ENSG00000224539"	"chrX"	134732852	134732938	"+"	3381
"4875"	"ENSG00000198022"	"chrX"	134807306	134807402	"-"	2126
"4876"	"ENSG00000232478"	"chrX"	134847185	134847440	"+"	1391
"4877"	"ENSG00000242185"	"chrX"	134866214	134866469	"+"	1391
"4878"	"ENSG00000232417"	"chrX"	134883488	134883726	"+"	1374
"4879"	"ENSG00000233861"	"chrX"	134899166	134899556	"-"	797
"4880"	"ENSG00000238200"	"chrX"	134919550	134919955	"+"	797
"4881"	"ENSG00000228836"	"chrX"	134928331	134928947	"-"	1805
"4882"	"ENSG00000242284"	"chrX"	134945598	134946214	"-"	1391
"4883"	"ENSG00000226907"	"chrX"	134962849	134963465	"-"	1391
"4884"	"ENSG00000181433"	"chrX"	134971374	134971419	"+"	3092
"4885"	"ENSG00000230162"	"chrX"	135024637	135025262	"-"	1134
"4886"	"ENSG00000169446"	"chrX"	135044229	135047342	"-"	3738
"4887"	"ENSG00000198689"	"chrX"	135067598	135067986	"+"	4710
"4888"	"ENSG00000219930"	"chrX"	135160003	135160790	"+"	788
"4889"	"ENSG00000231513"	"chrX"	135179994	135180507	"-"	514
"4890"	"ENSG00000239080"	"chrX"	135216476	135216579	"-"	104
"4891"	"ENSG00000022267"	"chrX"	135229559	135229787	"+"	4945
"4892"	"ENSG00000129680"	"chrX"	135295381	135297172	"-"	7065
"4893"	"ENSG00000230079"	"chrX"	135377849	135379080	"-"	1291
"4894"	"ENSG00000156920"	"chrX"	135383122	135383159	"+"	10127
"4895"	"ENSG00000266272"	"chrX"	135569451	135569551	"+"	101
"4896"	"ENSG00000102239"	"chrX"	135570046	135570707	"+"	2833
"4897"	"ENSG00000102241"	"chrX"	135579238	135579598	"+"	3136
"4898"	"ENSG00000102243"	"chrX"	135614311	135614455	"+"	1541
"4899"	"ENSG00000216060"	"chrX"	135633037	135633119	"+"	83
"4900"	"ENSG00000199424"	"chrX"	135653864	135653974	"-"	111
"4901"	"ENSG00000252320"	"chrX"	135665399	135665504	"+"	106
"4902"	"ENSG00000233093"	"chrX"	135721702	135721963	"+"	1918
"4903"	"ENSG00000102245"	"chrX"	135730352	135730563	"+"	1817
"4904"	"ENSG00000129675"	"chrX"	135747706	135750328	"-"	6564
"4905"	"ENSG00000212510"	"chrX"	135856158	135856264	"+"	107
"4906"	"ENSG00000271339"	"chrX"	135870445	135870946	"+"	502
"4907"	"ENSG00000231164"	"chrX"	135873223	135873939	"+"	717
"4908"	"ENSG00000225125"	"chrX"	135889382	135890036	"-"	655
"4909"	"ENSG00000202279"	"chrX"	135898636	135898733	"-"	98
"4910"	"ENSG00000232611"	"chrX"	135923090	135925009	"-"	3018
"4911"	"ENSG00000225400"	"chrX"	135929543	135930193	"+"	651
"4912"	"ENSG00000147274"	"chrX"	135930163	135930741	"-"	5882
"4913"	"ENSG00000206979"	"chrX"	135961358	135961430	"-"	73
"4914"	"ENSG00000234062"	"chrX"	135991554	135991939	"+"	2926
"4915"	"ENSG00000232379"	"chrX"	136029907	136030292	"-"	386
"4916"	"ENSG00000241150"	"chrX"	136041042	136041097	"+"	1121
"4917"	"ENSG00000237307"	"chrX"	136058576	136058635	"-"	2678
"4918"	"ENSG00000263845"	"chrX"	136071175	136071263	"-"	89
"4919"	"ENSG00000165370"	"chrX"	136112307	136113833	"-"	1527
"4920"	"ENSG00000214748"	"chrX"	136407131	136407208	"-"	78
"4921"	"ENSG00000237584"	"chrX"	136523417	136523995	"-"	579
"4922"	"ENSG00000224765"	"chrX"	136638350	136638463	"-"	736
"4923"	"ENSG00000156925"	"chrX"	136648301	136649910	"+"	4136
"4924"	"ENSG00000239579"	"chrX"	136677424	136677710	"+"	287
"4925"	"ENSG00000229562"	"chrX"	136742678	136744401	"+"	1724
"4926"	"ENSG00000222114"	"chrX"	136770050	136770153	"-"	104
"4927"	"ENSG00000252163"	"chrX"	137479510	137479787	"+"	278
"4928"	"ENSG00000183981"	"chrX"	137564903	137565955	"+"	1053
"4929"	"ENSG00000214930"	"chrX"	137569824	137571030	"-"	1207
"4930"	"ENSG00000232183"	"chrX"	137709238	137709307	"+"	142
"4931"	"ENSG00000129682"	"chrX"	137713735	137715147	"-"	3767
"4932"	"ENSG00000207800"	"chrX"	137749872	137749954	"-"	83
"4933"	"ENSG00000226031"	"chrX"	137793614	137793780	"+"	1145
"4934"	"ENSG00000235975"	"chrX"	137888536	137889253	"+"	718
"4935"	"ENSG00000173954"	"chrX"	138444199	138444541	"+"	343
"4936"	"ENSG00000232549"	"chrX"	138529050	138529835	"+"	786
"4937"	"ENSG00000101981"	"chrX"	138612917	138613011	"+"	2780
"4938"	"ENSG00000101977"	"chrX"	138663929	138664662	"-"	4996
"4939"	"ENSG00000216114"	"chrX"	138681375	138681462	"-"	88
"4940"	"ENSG00000238485"	"chrX"	138784446	138784549	"-"	104
"4941"	"ENSG00000101974"	"chrX"	138808505	138811121	"-"	7407
"4942"	"ENSG00000221375"	"chrX"	138967640	138967762	"+"	123
"4943"	"ENSG00000252719"	"chrX"	138992063	138992193	"+"	131
"4944"	"ENSG00000207633"	"chrX"	139006307	139006390	"-"	84
"4945"	"ENSG00000203933"	"chrX"	139037884	139038898	"-"	1281
"4946"	"ENSG00000233145"	"chrX"	139099427	139099616	"+"	582
"4947"	"ENSG00000214653"	"chrX"	139114503	139115665	"+"	1163
"4948"	"ENSG00000241248"	"chrX"	139168014	139168307	"+"	294
"4949"	"ENSG00000230707"	"chrX"	139173902	139174720	"+"	819
"4950"	"ENSG00000231110"	"chrX"	139298187	139298578	"-"	582
"4951"	"ENSG00000224942"	"chrX"	139479227	139480058	"+"	1226
"4952"	"ENSG00000263377"	"chrX"	139486264	139486355	"-"	92
"4953"	"ENSG00000225758"	"chrX"	139553031	139553439	"-"	409
"4954"	"ENSG00000134595"	"chrX"	139585152	139587225	"-"	2074
